Compound,Spacegroup,Band_Gap,Band_Gap_Type,POSCAR
NaCl,Pm-3m,3.9759,M-\Gamma,Na1 Cl1                                 \n   1.0000000000000000     \n     3.5025248757085539   -0.0000010185073956   -0.0000069286173761\n    -0.0000011139673497    3.5025006335926974    0.0000136823702198\n    -0.0000069677517747    0.0000136770911960    3.5025084811164211\n   Na   Cl\n     1     1\nDirect\n  0.9999996354773302  0.9999991190534629  0.9999996011431236\n  0.5000003645226698  0.5000008809465371  0.5000003988568764\n\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n  0.00000000E+00  0.00000000E+00  0.00000000E+00\n
